IMDB_id,TMDB_id,Title,year,duration,Rating,Votes,Genres,Overview
,76341,Mad Max: Fury Road,2015,121,7.6,21588,"Action, Adventure, Science Fiction","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
,807,Se7en,1995,127,8.4,20237,"Crime, Mystery, Thriller","\Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the \""\""seven deadly sins\""\"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind"""
tt3890160,,Baby Driver,2017,113,7.5,609000,"Action, Crime, Drama","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
,4935,Howl's Moving Castle,2004,119,8.4,9376,"Fantasy, Animation, Adventure","Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king."
,19,Metropolis,1927,149,8.1,2586,"Drama, Science Fiction","In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences."
,129,Spirited Away,2001,125,8.5,15820,"Animation, Family, Fantasy","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family."
,856289,Creation of the Gods I: Kingdom of Storms,2023,148,6.8,203,"Action, Fantasy, War","Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago."
,1019317,Stolen,2024,105,6.5,42,"Drama, Crime","A young woman struggles to defend her Sámi heritage in a world where xenophobia is on the rise, climate change is threatening reindeer herding, and young people choose suicide in the face of collective desperation."
,1865,Pirates of the Caribbean: On Stranger Tides,2011,137,6.5,13548,"Adventure, Action, Fantasy","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
tt17279496,929590,Civil War,2024,109,7.5,21212,"Action, Thriller, Action, War, Science Fiction","A journey across a dystopian future America, following a team of military-embedded journalists as they race against time to reach DC before rebel factions descend upon the White House."
,673,Harry Potter and the Prisoner of Azkaban,2004,141,8,20826,"Adventure, Fantasy","Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all."
,61791,Rise of the Planet of the Apes,2011,105,7.3,11211,"Thriller, Action, Drama, Science Fiction","A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him."
The OctoGames,2022,88,5.6,105,"Thriller, Action, Horror",\Eight contestants compete in eight deadly, classic children's games. They seek fame beyond their wildest dreams," competing for the chance to take over the YouTube channel of the famous yet elusive masked content creator known only as \""\""JaxPro\""\"".\"""""
tt11057302,634492,Madame Web,2024,116,4.7,54108,"Action, Adventure, Sci-Fi, Action, Fantasy","Cassandra Webb is a New York metropolis paramedic who begins to demonstrate signs of clairvoyance. Forced to challenge revelations about her past, she needs to safeguard three young women from a deadly adversary who wants them destroyed."
,569094,Spider-Man: Across the Spider-Verse,2023,140,8.4,6164,"Animation, Action, Adventure, Science Fiction","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most."
tt1517268,346698,Barbie,2023,114,6.9,540027,"Adventure, Comedy, Fantasy, Comedy, Adventure","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans."
,698438,Swapping: Perfect Neighbor,2019,71,4.7,3,Romance,"Couple Jin-goo and Joo-hee have been experiencing a lover's slump after their marriage. Meanwhile, a new couple in the neighborhood, Hyun-jin and Yoo-jeong came to the other couple's house to introduce themselves. They're attracted with each other's husbands and wives, and in the end, crosses the line that is not supposed to be crossed within neighbors. After that day, two couples' passion intensifies..."
tt14539740,823464,Godzilla x Kong: The New Empire,2024,115,6.6,35676,"Action, Adventure, Sci-Fi, Action, Science Fiction, Adventure, Fantasy","Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries."
,399579,Alita: Battle Angel,2019,122,7.2,8789,"Action, Science Fiction, Adventure","When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past."
,335984,Blade Runner 2049,2017,164,7.6,13015,"Science Fiction, Drama","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."
,938614,Late Night with the Devil,2024,93,7.3,75,Horror,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms."
,1049948,Vikings: Battle of Heirs,2023,82,6.4,25,Action,"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place."
,578,Jaws,1975,124,7.7,9953,"Horror, Thriller, Adventure","When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again."
,10195,Thor,2011,115,6.8,20579,"Adventure, Fantasy, Action","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
,934632,Rebel Moon - Part Two: The Scargiver,2024,123,6,160,"Science Fiction, Action, Drama","The rebels gear up for battle against the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made."
,931642,Lights Out,2024,90,7.1,82,"Action, Thriller","A drifting ex-soldier turns underground fighter with the help of a just-released ex-con, pitting him against corrupt cops and hired killers now gunning for him and all those he cares about."
tt11762114,673593,Mean Girls,2024,112,5.9,26352,"Comedy, Musical, Comedy","Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George."
,984324,The Wages of Fear,2024,107,5.7,171,"Action, Thriller","When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow."
,285,Pirates of the Caribbean: At World's End,2007,169,7.3,13812,"Adventure, Fantasy, Action","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems."
,62,2001: A Space Odyssey,1968,149,8.1,11034,"Science Fiction, Mystery, Adventure","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
,976573,Elemental,2023,102,7.7,3953,"Animation, Comedy, Family, Fantasy, Romance, Adventure","In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common."
,383498,Deadpool 2,2018,120,7.5,16975,"Action, Comedy, Adventure",Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.
tt15314262,866398,The Beekeeper,2024,105,6.9,82048,"Action, Thriller, Action, Thriller, Drama","One man's brutal campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as \Beekeepers.\"""""
tt27304026,1105407,Damaged,2024,97,5.2,1123,"Action, Crime, Drama, Action, Crime, Thriller","Dan Lawson (Jackson), a Chicago detective, travels to Scotland to link up with Scottish Det. Boyd (Capaldi), following the resurgence of a serial killer who's crimes match an unsolved case that he looked into 5 years previous in Chicago."
,121,The Lord of the Rings: The Two Towers,2002,179,8.4,21063,"Adventure, Fantasy, Action","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
,624091,Sri Asih,2022,134,6.3,79,"Action, Adventure, Science Fiction, Fantasy, Drama","Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger."
,1230393,Monsters 103 Mercies Dragon Damnation,2024,26,6.9,90,"Animation, Action, Fantasy, Adventure",A samurai's path leads him to a young waitress whose hometown was destroyed by a dragon. He doesn't want any trouble — but it finds them anyway.
,671,Harry Potter and the Philosopher's Stone,2001,152,7.9,26456,"Adventure, Fantasy","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame."
,116236,Crazy Desire,1962,110,6.6,32,"Romance, Comedy, Drama","A middle-aged businessman meets a band of rowdy youths and is smitten by one, named Francesca."
,851644,20th Century Girl,2022,119,8.2,614,"Romance, Drama","In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own."
,786892,Furiosa: A Mad Max Saga,2024,140,0,0,"Science Fiction, Action, Adventure","As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home."
tt19637052,,Love Lies Bleeding,2024,104,7.3,7800,"Action, Adventure, Crime","Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas."
91314,Transformers: Age of Extinction,2014,165,5.9,7844,"Science Fiction, Action, Adventure",\As humanity picks up the pieces," following the conclusion of \""\""Transformers: Dark of the Moon"""
,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,7.1,10234,"Adventure, Family, Fantasy","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever."
,616037,Thor: Love and Thunder,2022,119,6.5,7100,"Fantasy, Action, Comedy","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late."
,335977,Indiana Jones and the Dial of Destiny,2023,155,6.6,2985,"Adventure, Action","Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands."
,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,7.8,19914,"Adventure, Fantasy, Action","Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her."
tt21235248,967847,Ghostbusters: Frozen Empire,2024,115,6.5,25281,"Adventure, Comedy, Fantasy, Fantasy, Adventure, Comedy","When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age."
,1032372,Cold Meat,2024,89,5.5,10,"Thriller, Horror","David Petersen is passing through the Colorado Rockies. After saving a young diner waitress from her violent ex-husband during a break from driving, he hits the road again alone through a dangerous snow blizzard. One false move behind the wheel has him waking up inside a ravine, in the eye of the storm. But the cold is the least of his worries when a beast starts prowling outside. How will he survive?"
2024,132,8.7,6,"Drama, Romance",\Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Grand Slam champion. To jolt him out of his recent losing streak," she signs him up for a \""\""Challenger\""\"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.\"""""
2023,93,7.5,9400,Horror,"A live television broadcast in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",,,
,420818,The Lion King,2019,118,7.1,9637,"Adventure, Drama, Family, Animation","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his."
,505642,Black Panther: Wakanda Forever,2022,162,7.1,6081,"Action, Adventure, Science Fiction","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda."
,59300,Final Fantasy VII: On the Way to a Smile - Episode Denzel,2009,28,5.5,30,"Animation, Fantasy",It's been four years since Meteor fell on Midgar. Denzel meets Reeve at an outskirts coffee shop about joining the World Regenesis Organization. Upon the request Denzel tells Reeve about what his life was like prior to the Meteor incident.
,8920,Garfield,2004,80,5.7,3802,"Animation, Comedy, Family","Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition."
tt18072316,,Bade Miyan Chote Miyan,2024,163,7.7,29000,"Action, Sci-Fi, Thriller","With their contrasting personalities and maverick methods, Bade Miyan and Chote Miyan need to overcome their differences and labor together to transport the offenders to impartiality and preserve the day."
tt13560574,760104,X,2022,105,6.6,174723,"Horror, Mystery, Thriller, Horror, Thriller, Mystery","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives."
,383634,Carmen 1945,1988,119,4,2,Drama,"Prostitutes in burnt out Tokyo ghetto of post-WWII Japan peddle their flesh and save one-third of their money for a proposed dancehall to be named Paradise. The hookers live in a bombed-out building, but they accept the precarious situation with typical resolve."
,870404,Meteor,2021,84,5.5,93,"Science Fiction, Thriller","After a meteor collides into Earth, a lonely rancher and a lost young girl are on the run from vicious mercenaries."
,447365,Guardians of the Galaxy Vol. 3,2023,150,8,6182,"Science Fiction, Adventure, Action, Comedy","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them."
,873972,Hunters,2021,95,6.4,16,Action,"As John T. Wrecker continues his task of protecting a group of refugees from a virus, the threat of something new and even more dangerous grows ever closer in the form of monstrous mutants."
,436270,Black Adam,2022,125,7,5923,"Action, Adventure, Science Fiction","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world."
tt10545296,695721,The Hunger Games: The Ballad of Songbirds & Snakes,2023,157,7,117102,"Action, Adventure, Drama, Drama, Science Fiction, Action",Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.
,557,Spider-Man,2002,121,7.3,18335,"Action, Science Fiction","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man."
,829560,The Next 365 Days,2022,112,6.5,964,"Romance, Drama",Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.
,1022128,Don't Look at the Demon,2022,95,5.6,16,Horror,A spiritual medium leads a paranormal investigative TV crew to a haunted home only to discover that the evil spirit she’s facing holds the key to her troubled past.
,284052,Doctor Strange,2016,115,7.4,21501,"Action, Adventure, Fantasy","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil."
,1022789,Inside Out 2,2024,0,0,0,"Animation, Family, Drama, Adventure, Fantasy","Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone."
,335983,Venom,2018,112,6.8,15253,"Science Fiction, Action","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."
,73723,The Lorax,2012,86,6.5,3377,"Animation, Family","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
,680,Pulp Fiction,1994,154,8.5,26960,"Thriller, Crime","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
tt2016303,927107,The Bricklayer,2023,110,5.6,6163,"Action, Thriller, Action, Thriller",An ex-CIA agent is reactivated when an extortionist targets the agency.
tt10016180,,The Little Things,2021,128,6.3,126000,"Crime, Drama, Mystery","Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city."
,1217409,Jaque Mate,2024,104,5.1,12,"Action, Comedy","Duque, an international secret agent who retired years ago after a traumatic event, is forced to return to action when a commando operative kidnaps his niece and forces him to steal a precious scientific formula as part of the ransom."
,901362,Trolls Band Together,2023,91,7.3,738,"Animation, Family, Music, Fantasy, Comedy","When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity."
,39254,Real Steel,2011,127,7,7918,"Action, Science Fiction, Drama","Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender."
,7451,xXx,2002,124,5.9,4012,"Action, Adventure, Thriller, Crime","\Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government \""\""recruits\""\"" him to go on a mission"""
,339846,Baywatch,2017,116,6.1,7772,"Comedy, Action, Crime","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay."
,1008042,Talk to Me,2023,95,7.2,2510,"Horror, Thriller","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces."
,808,Shrek,2001,90,7.7,16451,"Animation, Comedy, Fantasy, Adventure, Family","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
,699172,Intercourse: Special Sister-In-Law,2019,60,1,1,Romance,"Joon-pyo is a troublemaker who just got out of prison, and moves in with his brother Joon-seok and his wife Eun-ha. On the first day of meeting his sister-in-law, she looks calm and quiet, but she actually used to be a member of a high school gang. She hands Joon-pyo some money in return for not talking about her past. A few days later, Eun-ha is furious to see her husband having an intimate moment with her sister. Joon-pyo sees this as his chance and approaches a drunken Eun-ha..."
,298618,The Flash,2023,144,6.8,3821,"Action, Adventure, Science Fiction","When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?"
,1013240,24 Hours with Gaspar,2023,98,6.4,42,"Action, Crime, Drama, Mystery, Science Fiction, Thriller","With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend."
,601796,Alienoid,2022,142,6.9,279,"Science Fiction, Action, Fantasy, Adventure","Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up."
,1010581,My Fault,2023,117,8,2444,"Drama, Romance","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning."
,1139829,Orion and the Dark,2024,93,6.6,392,"Animation, Family, Comedy, Fantasy","A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark."
,1005681,"Love, Divided",2024,98,6.5,77,"Romance, Comedy","She’s a young pianist preparing for an audition. He is a games inventor who can only concentrate in complete silence. Separated by only a paper-thin wall in conjoined apartments, will they learn to live in harmony with one another? Will romance blossom through the wall?"
,507086,Jurassic World Dominion,2022,147,6.7,5695,"Adventure, Action, Science Fiction","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures."
,753342,Napoleon,2023,158,6.5,2004,"History, War, Romance","An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine."
,68428,Girls Unbutton,1994,89,4.5,10,"Comedy, Romance",A film about the ups and downs of a beautiful young lass named Jenny and her never ending pursuit of a boyfriend.
,1366,Rocky,1976,120,7.8,7493,Drama,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.
,932420,Code 8 Part II,2024,101,6.5,421,"Science Fiction, Action, Crime","In a world where superpowered people are heavily policed by robots, an ex-con teams up with a drug lord he despises to protect a teen from a corrupt cop."
,106,Predator,1987,107,7.5,7665,"Science Fiction, Action, Adventure, Thriller",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.
,87101,Terminator Genisys,2015,126,5.9,8116,"Science Fiction, Action, Thriller, Adventure","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever."
,43074,Ghostbusters,2016,117,5.4,6169,"Action, Fantasy, Comedy","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
,216015,Fifty Shades of Grey,2015,125,5.9,11419,"Drama, Romance, Thriller","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure."
tt14253846,,Speak No Evil,2022,97,6.6,38000,"Drama, Horror, Thriller",A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.
,957304,Drive-Away Dolls,2024,84,5.7,159,"Comedy, Crime","Jamie, an uninhibited free spirit bemoaning yet another breakup with a girlfriend, and her demure friend Marian desperately needs to loosen up. In search of a fresh start, the two embark on an impromptu road trip to Tallahassee, but things quickly go awry when they cross paths with a group of inept criminals along the way."
,439079,The Nun,2018,96,5.9,6416,Horror,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.
tt5537002,466420,Killers of the Flower Moon,2023,206,7.5,238770,"Crime, Drama, History, Crime, History, Drama","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery."
,1081620,The Weapon,2023,85,6,24,Action,"Dallas is a one-man killing machine on a mysterious rampage. His attacks on biker gangs and meth labs anger the Vegas mob boss who’s holding Dallas’ girlfriend hostage. But who is Dallas working for? Even torture won’t make him talk, and he won’t stop until justice is served."
tt9214772,560016,Monkey Man,2024,121,7.4,16088,"Action, Thriller, Action, Thriller",An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systemically victimize the poor and powerless.
,767,Harry Potter and the Half-Blood Prince,2009,153,7.7,18794,"Adventure, Fantasy","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again."
,603692,John Wick: Chapter 4,2023,170,7.7,5843,"Action, Thriller, Crime","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
,572802,Aquaman and the Lost Kingdom,2023,124,6.8,2269,"Action, Adventure, Fantasy","Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom."
,829557,365 Days: This Day,2022,111,5.9,1349,"Romance, Drama","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost."
tt1160419,438631,Dune,2021,155,7.9,859332,"Action, Adventure, Drama, Science Fiction, Adventure",A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.
,299054,Expend4bles,2023,103,6.3,1283,"Action, Adventure, Thriller","Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning."
,7214,Coach Carter,2005,136,7.6,2798,"Drama, History","Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results."
,13,Forrest Gump,1994,142,8.5,26483,"Comedy, Drama, Romance","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him."
,968051,The Nun II,2023,110,6.8,1778,"Horror, Mystery","In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil."
,697843,Extraction 2,2023,122,7.5,2213,"Action, Thriller","Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Vienna, in order to get revenge."
,838209,Exhuma,2024,134,7.8,39,"Mystery, Horror, Thriller","After tracing the origin of a disturbing supernatural affliction to a wealthy family's ancestral gravesite, a team of paranormal experts relocates the remains—and soon discovers what happens to those who dare to mess with the wrong grave."
