IMDB_id,TMDB_id,Title,year,duration,Rating,Votes,Genres,Overview
tt17009710,915935,Anatomy of a Fall,2023,151,7.7,117811,"Crime, Drama, Thriller, Thriller, Mystery, Crime",A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.
,893723,PAW Patrol: The Mighty Movie,2023,92,7.1,377,"Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure","A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups."
,337404,Cruella,2021,134,8,8951,"Comedy, Crime","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella."
,1209770,Bedspacer,2024,106,3.9,8,"Thriller, Drama",Janice's steamy obsession to imitate Lexi propels them to campus stardom. But dark secrets blur the lines between authenticity and seductive deception.
tt14849194,,The Holdovers,2023,133,7.9,135000,"Comedy, Drama",A cranky history teacher at a prep school is forced to remain on campus over the holidays with a grieving cook and a troubled student who has no place to go.
tt1684562,746036,The Fall Guy,2024,126,7.2,670,"Action, Comedy, Drama, Action, Comedy, Adventure",A down-and-out stuntman must find the missing star of his ex-girlfriend's blockbuster film.
,11688,The Emperor's New Groove,2000,78,7.6,6404,"Adventure, Animation, Comedy, Family, Fantasy","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership."
,346364,It,2017,135,7.2,18523,Horror,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise."
,260514,Cars 3,2017,102,6.9,5520,"Family, Animation, Adventure, Comedy","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!"
,748783,The Garfield Movie,2024,101,0,0,"Animation, Comedy, Family","Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist."
tt15009428,848538,Argylle,2024,139,5.9,57906,"Action, Comedy, Thriller, Action, Adventure, Comedy","A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes the plot of the new book she's writing starts to mirror real-world events, in real time."
,848187,Role Play,2024,101,6.1,438,"Action, Comedy, Romance",Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.
,1239251,Megamind vs. the Doom Syndicate,2024,85,5.2,57,"Animation, Comedy, Science Fiction","Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon."
,885303,The Voyagers,2022,108,5.6,44,"Fantasy, Adventure, TV Movie",Time jump to 1939 with teenager Max and his friends as they try to navigate Mussolini's Rome and find Max's missing brother.
tt13452446,763215,Damsel,2024,110,6.6,77621,"Action, Adventure, Fantasy, Fantasy, Action, Adventure","A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt."
,948,Halloween,1978,91,7.6,5299,"Horror, Thriller","Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
tt15398776,872585,Oppenheimer,2023,180,8.2,726711,"Biography, Drama, History, Drama, History",The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.
,86493,She Devils of the SS,1973,95,4.8,49,"Drama, War","In the last days of WW2, women are volunteering from all over Germany to serve in the front lines by having sex with the brave Nazi soldiers. But when they start having sex with each other, things get complicated. Especially with the increasing danger from the revengeful Soviet army!"
,949429,The Adventures,2023,143,6.5,19,"Romance, Comedy, Adventure","Joy, a secretary at a large multinational company, has an online shopping problem, likes to read adventure novels and watch travel and adventure shows. She daydreams about living a life of adventure."
,1248795,Art of Love,2024,99,6.6,94,"Romance, Action, Drama","After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed."
,177572,Big Hero 6,2014,102,7.7,15147,"Adventure, Family, Animation, Action, Comedy","A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
,933131,Badland Hunters,2024,107,6.8,586,"Science Fiction, Action","After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor."
,320288,Dark Phoenix,2019,114,6,6200,"Science Fiction, Action, Adventure","The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy."
,140300,Kung Fu Panda 3,2016,95,6.9,5720,"Action, Adventure, Animation, Comedy, Family","While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back."
,414906,The Batman,2022,177,7.7,9457,"Crime, Mystery, Thriller","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler."
,38757,Tangled,2010,100,7.6,11001,"Animation, Family","When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs."
,615656,Meg 2: The Trench,2023,116,6.6,3068,"Action, Science Fiction, Horror",An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.
,284054,Black Panther,2018,135,7.4,21592,"Action, Adventure, Science Fiction","King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."
,284053,Thor: Ragnarok,2017,131,7.6,20120,"Action, Adventure, Science Fiction","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela."
,11674,101 Dalmatians,1996,103,5.9,3261,"Family, Comedy","An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess."
tt14030816,845783,Baghead,2023,94,6.1,4726,"Horror, Horror, Thriller","A young woman inherits a run-down pub and discovers a dark secret within its basement - Baghead - a shape-shifting creature that will let you speak to lost loved ones, but not without consequence."
,5548,RoboCop,1987,102,7.3,4850,"Action, Thriller, Science Fiction","In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters."
,323260,The Gigolo,2015,97,4.6,23,"Romance, Drama, Comedy","Fung looks like a super-heartthrob and was bon with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…"
tt23289160,940721,Godzilla Minus One,2023,124,8.1,48488,"Action, Adventure, Drama, Science Fiction, Horror, Action","Post war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb."
tt23137390,1041613,Immaculate,2024,89,6.2,11182,"Horror, Horror, Mystery, Thriller","Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifying secrets."
,502356,The Super Mario Bros. Movie,2023,93,7.7,8319,"Animation, Family, Adventure, Fantasy, Comedy","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi."
,198184,Chappie,2015,120,6.8,7656,"Crime, Action, Science Fiction","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot."
,980489,Gran Turismo,2023,135,7.9,2301,"Adventure, Action, Drama",The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.
,12153,White Chicks,2004,109,7,3738,"Comedy, Crime","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women."
,287947,Shazam!,2019,132,7,9165,"Action, Comedy, Fantasy",A boy is given the ability to become an adult superhero in times of need with a single magic word.
tt8542964,978592,Sleeping Dogs,2024,110,6.2,3252,"Crime, Mystery, Thriller, Drama, Thriller, Mystery","An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past."
,447277,The Little Mermaid,2023,135,6.4,2709,"Adventure, Family, Fantasy, Romance","The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy."
,109445,Frozen,2013,102,7.2,16021,"Animation, Family, Adventure, Fantasy","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means."
,635,Angel Heart,1987,113,7.1,1438,"Horror, Mystery","Harry Angel, a down-and-out Brooklyn detective, is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo."
tt10869778,,Maidaan,2024,181,8.8,12000,"Biography, Drama, History","Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football."
,1241748,Kalikot,2024,49,7,4,"Drama, Romance","Sal, a hot single professor, moves across an auto service shop and rocks the world of young repairman Arnel. Ever since Sal came over to get her car fixed, Arnel's skilled hands have always been busy. But can he still fix the problems that come with it?"
,1239146,Woody Woodpecker Goes to Camp,2024,101,7.3,61,"Family, Comedy, Animation","After getting kicked out of the forest, Woody thinks he's found a forever home at Camp Woo Hoo — until an inspector threatens to shut down the camp."
,141,Donnie Darko,2001,114,7.8,11953,"Fantasy, Drama, Mystery","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes."
,399170,Logan Lucky,2017,118,6.7,3346,"Comedy, Crime, Action, Drama","Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway."
,699280,Becoming,2020,89,7.4,145,Documentary,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others."
,637649,Wrath of Man,2021,119,7.6,4983,"Action, Crime, Thriller","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score."
,122917,The Hobbit: The Battle of the Five Armies,2014,144,7.3,13768,"Action, Adventure, Fantasy","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."
tt21261712,998846,Back to Black,2024,122,6.6,2325,"Biography, Drama, Music, Music, Drama","The life and music of Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time."
,235,Stand by Me,1986,89,7.9,5598,"Crime, Drama","After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives."
,682075,The Adventure of A.R.I.: My Robot Friend,2022,89,7.3,9,"Family, Science Fiction",A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.
,1029575,The Family Plan,2023,119,7.3,1131,"Action, Comedy","Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other."
,802219,Bob Marley: One Love,2024,104,7,491,"Music, History, Drama",Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.
tt11540468,720321,Breathe,2024,93,4.4,740,"Action, Thriller, Science Fiction, Mystery, Thriller, Action","An East Flatbush mother and daughter, barely surviving in an oxygen-less world, must band together to protect each other when intruders arrive claiming to know their missing father."
tt8367814,,The Gentlemen,2019,113,7.8,398000,"Action, Crime","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
tt1745960,361743,Top Gun: Maverick,2022,130,8.2,702514,"Action, Drama, Action, Drama","After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it."
,951491,Saw X,2023,118,7.3,1654,"Horror, Thriller","Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps."
,269149,Zootopia,2016,109,7.7,15770,"Animation, Adventure, Family, Comedy","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery."
,68730,Silence,2016,161,7.1,2946,"Drama, History","Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact."
,597891,Kate,2021,106,6.6,1405,Action,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.
,862,Toy Story,1995,81,8,17780,"Animation, Adventure, Family, Comedy","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
,863,Toy Story 2,1999,92,7.6,13363,"Animation, Comedy, Family","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
,845111,The Three Musketeers: Milady,2023,121,6.6,293,"Adventure, Action, Drama","D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally."
,1075794,Leo,2023,102,7.5,1042,"Animation, Comedy, Family","Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher."
,395990,Death Wish,2018,107,6.2,2455,"Action, Crime, Drama, Thriller",A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.
tt0075005,794,The Omen,1976,111,7.5,133946,"Horror, Mystery, Horror, Thriller",Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?
,1212073,Sixty Minutes,2024,89,6.8,467,Action,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party."
,315635,Spider-Man: Homecoming,2017,133,7.3,21135,"Action, Adventure, Science Fiction, Drama","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."
tt22939186,,Arcadian,2024,92,6.3,778,"Action, Horror, Thriller",A father and his twin teenage sons fight to survive in a remote farmhouse at the end of the end of the world.
,568124,Encanto,2021,102,7.6,9119,"Animation, Comedy, Family, Fantasy","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope."
tt6166392,787699,Wonka,2023,116,7.1,139850,"Adventure, Comedy, Family, Comedy, Family, Fantasy","With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers."
,1046090,"The Pig, the Snake and the Pigeon",2023,134,7.3,147,"Action, Crime","The arrogant, third most-wanted criminal in Taiwan, decides to get rid of the top two competitors and crowns himself the most-wanted criminal before dying."
,890244,A Stalker in the House,2021,84,5.7,7,Thriller,"Jen is single and looking to find her match with online dating. She connects with Mike, who appears handsome and charming. But some things are too good to be true, and all is not what it seems. When he becomes aggressive Jen pushes away and tries to avoid him, however Mike has other ideas."
,984249,Ruthless,2023,93,6.3,53,"Action, Thriller","A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnap his students for their sex trafficking operation."
,1262596,Sweet Release,2024,101,4.5,1,Drama,"Ataska and Dyessa Garcia will take you to a hot and crazy roadtrip perfect for the summer season. Two girl bestfriends and a young man take on a a journey of self-discovery. Along the way, their bond deepens as they explore their sexual desires."
,206647,Spectre,2015,148,6.5,10189,"Action, Adventure, Thriller","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE."
,661374,Glass Onion: A Knives Out Mystery,2022,140,7,5090,"Comedy, Crime, Mystery",World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.
,799155,Attack,2022,123,6.7,184,"Action, Science Fiction, Thriller","With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?"
,581726,Infinite,2021,106,6.6,1672,"Science Fiction, Action, Thriller","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real."
,49047,Gravity,2013,91,7.2,14879,"Science Fiction, Thriller, Drama","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space."
tt11304740,1022796,Wish,2023,95,6,32087,"Animation, Adventure, Comedy, Animation, Family, Fantasy, Adventure",A young girl named Asha wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.
tt21188080,,Lisa Frankenstein,2024,101,6.1,13000,"Comedy, Horror, Romance","A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts."
,370464,The Masked Saint,2016,111,4.8,38,"Crime, Action","The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor."
,14160,Up,2009,96,8,19551,"Animation, Comedy, Family, Adventure","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life."
,297802,Aquaman,2018,143,6.9,13618,"Action, Adventure, Fantasy","Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king."
,1071215,Thanksgiving,2023,106,6.6,860,"Horror, Mystery, Thriller","After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan."
,141052,Justice League,2017,120,6.1,12602,"Action, Adventure, Science Fiction","Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth."
,585,"Monsters, Inc.",2001,92,7.8,17825,"Animation, Comedy, Family","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home."
Spider-Man: Into the Spider-Verse,2018,117,8.4,14923,"Animation, Action, Adventure, Science Fiction",\Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities," Miles discovers a super collider created by the madman Wilson \""\""Kingpin\""\"" Fisk"""
Due Justice,2023,98,6.6,54,"Action, Mystery, Thriller, Crime",An attorney with a military past hunts down the gang who killed his wife and took his daughter.,,
tt0134119,,The Talented Mr. Ripley,1999,139,7.4,241000,"Crime, Drama, Thriller","In late 1950s New York, a young underachiever named Tom Ripley is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
tt17351924,,Saltburn,2023,131,7,203000,"Drama, Thriller","A student at Oxford University finds himself drawn into the world of a charming and aristocratic classmate, who invites him to his eccentric family's sprawling estate for a summer never to be forgotten."
,537915,After,2019,106,7.1,8027,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life."
,1260916,A Journey,2024,115,9.2,5,Drama,"Refusing treatment for her cancer, a woman goes on a road trip across Tasmania to check off items on her bucket list with her husband and best friend."
,299534,Avengers: Endgame,2019,181,8.3,24766,"Adventure, Science Fiction, Action","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
,1124127,Air Force One Down,2024,84,6.4,68,"Action, Thriller","On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history."
,490132,Green Book,2018,130,8.2,11099,"Drama, History","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book."
,1074049,A Moroccan Affair,2023,97,6,44,Comedy,"Follows the Díaz-Aguirre family, whose perfect universe turns upside down after the death of the patriarch, who in his will asks his wife to recover the 'Sardinete', his first fishing boat which is rusting in a Moroccan port."
,497,The Green Mile,1999,189,8.5,16736,"Fantasy, Drama, Crime","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution."
,14836,Coraline,2009,100,7.9,7466,"Animation, Family, Fantasy","A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret."
,888003,The Book of Solutions,2023,102,6.1,204,"Comedy, Drama","Marc, a bipolar and paranoid filmmaker, cannot tolerate seeing his current project picked apart by his producers. The clips he’s been able to sneak a look at lead him to fear the worst. With his editor as an accomplice, he manages to spirit away the rushes to his aunt’s place in the Cévennes, to finish the film as he envisions it. Instead, its completion is constantly postponed, as he creates endless diversions and impasses, which alternate between the comic and the downright disturbing."
,2666,Dark City,1998,112,7.3,2658,"Mystery, Science Fiction","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans."
,675353,Sonic the Hedgehog 2,2022,123,7.5,4666,"Action, Adventure, Family, Comedy","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands."
,621,Grease,1978,110,7.4,6967,"Romance, Comedy","Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?"
,1726,Iron Man,2008,126,7.6,25653,"Action, Science Fiction, Adventure","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
,766836,"Son's Girlfriend, Daddy's Girlfriend",2020,75,0,0,Romance,"Dong-gook, who is thinking of remarrying, introduces his stepmother Kyeong-sook to his son Jin-yeong. At the family gathering, Jin-yeong is surprised to see his stepmother's younger brother Hyeon-sook who was his one-night stand just a few days ago! Jin-yeong and his stepmother is lying down, drunk. Meanwhile, there is a strange atmosphere between Dong-gook and Hyeon-sook, who were drinking alone, and at that moment Jin-yeong's girlfriend Joo-yeon appears drunk."
,122,The Lord of the Rings: The Return of the King,2003,201,8.5,23293,"Adventure, Fantasy, Action","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm."
